Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
polypolish_BS00_240_163-1_NP35x_IL40x	6243	6237	1325	182	4	1	25043285	25039125	10081170	2478806	203097	112462	6243	112462	25043285	51.49	4293	2401	5864.0	1854	5141	15327265	7059157	7052236	54.6	47.38	54	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.2	41	0.1	12.3	46.6	NA	18.9
polypolish_BS00_240_163-1_NP35x_IL50x	6243	6237	1325	182	4	1	25043261	25039101	10081181	2478794	203095	112462	6243	112462	25043261	51.48	4292	2401	5864.0	1854	5141	18767319	8780653	8770794	54.11	48.0	63	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.2	41	0.1	12.3	46.6	NA	18.9
polypolish_BS00_240_163-1_NP35x_IL60x	6243	6237	1325	182	4	1	25043315	25039155	10081244	2478822	203096	112463	6243	112463	25043315	51.48	4292	2401	5864.1	1854	5141	22187588	10492379	10479337	53.72	48.38	71	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.2	41	0.1	12.3	46.6	NA	18.9
polypolish_BS00_240_163-1_NP40x_IL10x	7221	7217	1589	242	4	1	29308010	29305295	12247436	3323708	201684	112460	7221	112460	29308010	51.55	4377	2400	5972.8	2105	5930	4986296	1798750	1798029	66.59	42.54	28	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL15x	7221	7217	1589	242	4	1	29308066	29305351	12247482	3323722	201685	112460	7221	112460	29308066	51.55	4377	2400	5972.8	2105	5930	6763252	2687590	2686145	65.05	46.82	32	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL20x	7221	7217	1590	242	4	1	29308101	29305386	12252534	3323731	201686	112461	7221	112461	29308101	51.55	4377	2400	5972.8	2105	5930	8525551	3569125	3566909	64.12	49.28	37	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL25x	7221	7217	1589	242	4	1	29308067	29305352	12247555	3323764	201686	112461	7221	112461	29308067	51.55	4377	2400	5972.8	2105	5930	10278721	4446269	4442935	63.44	50.85	41	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL30x	7221	7217	1590	242	4	1	29308155	29305440	12252622	3323785	201687	112462	7221	112462	29308155	51.55	4377	2400	5972.9	2105	5930	12017384	5316260	5311607	62.93	51.94	46	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL35x	7221	7217	1590	242	4	1	29308237	29305522	12252669	3323796	201687	112462	7221	112462	29308237	51.55	4377	2400	5972.9	2105	5930	13752569	6184534	6178518	62.54	52.76	50	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL40x	7221	7217	1589	242	4	1	29308300	29305585	12247734	3323812	201687	112462	7221	112462	29308300	51.55	4378	2400	5972.9	2104	5930	15480687	7049307	7041863	62.22	53.37	54	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL50x	7221	7217	1589	242	4	1	29308284	29305569	12247756	3323813	201687	112462	7221	112462	29308284	51.55	4378	2400	5972.9	2104	5930	18910133	8765741	8754875	61.7	54.22	63	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP40x_IL60x	7221	7217	1589	242	4	1	29308338	29305623	12247799	3323834	201687	112462	7221	112462	29308338	51.55	4378	2400	5972.9	2104	5930	22317988	10471312	10457159	61.3	54.77	72	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.5	48.5	0	12.5	38.9	NA	19.3
polypolish_BS00_240_163-1_NP50x_IL10x	8510	8503	2099	339	15	1	35988632	35983782	16578865	4799420	507941	112460	8510	112460	35988632	51.61	4667	2410	6354.6	2393	6922	5331967	1798231	1797323	79.28	47.18	31	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL15x	8510	8503	2099	339	15	1	35988699	35983849	16578909	4799455	507947	112460	8510	112460	35988699	51.61	4667	2410	6354.6	2393	6922	7107307	2686330	2684564	77.45	52.86	35	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL20x	8510	8503	2099	339	15	1	35988751	35983901	16578980	4799490	507948	112461	8510	112461	35988751	51.61	4667	2410	6354.6	2393	6922	8866599	3566514	3563672	76.32	56.23	40	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL25x	8510	8503	2099	339	15	1	35988857	35984007	16579121	4799560	507964	112461	8510	112461	35988857	51.61	4668	2410	6354.7	2393	6922	10616342	4442038	4437891	75.53	58.46	44	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL30x	8510	8503	2099	339	15	1	35988942	35984092	16579195	4799584	507974	112462	8510	112462	35988942	51.61	4668	2410	6354.8	2393	6922	12350908	5310134	5304361	74.94	60.03	48	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL35x	8510	8503	2099	339	15	1	35989061	35984211	16579300	4799626	507968	112462	8510	112462	35989061	51.61	4667	2410	6354.8	2393	6922	14081244	6176174	6168657	74.48	61.21	53	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL40x	8510	8503	2099	339	15	1	35989157	35984307	16579400	4799674	507977	112462	8510	112462	35989157	51.61	4667	2410	6354.8	2393	6922	15803267	7038053	7028801	74.11	62.11	57	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL50x	8510	8503	2099	339	15	1	35989222	35984372	16579470	4799670	507969	112462	8510	112462	35989222	51.61	4667	2410	6354.9	2393	6922	19218380	8747586	8734381	73.52	63.41	65	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.4
polypolish_BS00_240_163-1_NP50x_IL60x	8510	8503	2099	339	15	1	35989319	35984469	16579553	4799708	507980	112462	8510	112462	35989319	51.61	4668	2410	6354.9	2393	6922	22608922	10444977	10427532	73.09	64.29	73	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.4	59.2	0.1	13.1	27.6	NA	18.2
polypolish_BS00_240_163-1_NP60x_IL10x	9143	9136	2382	504	19	1	40292148	40288420	19835654	7124073	653190	112463	9143	112463	40292148	51.60	4924	2419	6852.4	2445	7360	5678848	1797804	1796861	87.13	48.52	34	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67.2	0	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL15x	9143	9136	2382	504	19	1	40292262	40288534	19835775	7124167	653194	112463	9143	112463	40292262	51.60	4924	2420	6852.4	2445	7360	7453251	2685526	2683542	85.13	55.21	39	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL20x	9143	9136	2382	504	19	1	40292403	40288675	19835933	7124269	653197	112463	9143	112463	40292403	51.60	4924	2420	6852.5	2445	7360	9211536	3565253	3562100	83.88	59.31	43	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL25x	9143	9136	2382	504	19	1	40292576	40288848	19836097	7124339	653200	112463	9143	112463	40292576	51.60	4924	2420	6852.6	2445	7360	10959522	4440003	4435336	83.01	62.07	47	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL30x	9143	9136	2382	504	19	1	40292692	40288964	19836213	7124392	653209	112463	9143	112463	40292692	51.60	4924	2420	6852.6	2445	7360	12691611	5306900	5300528	82.36	64.05	51	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL35x	9143	9136	2382	504	19	1	40292823	40289095	19836345	7124474	653221	112463	9143	112463	40292823	51.60	4924	2420	6852.7	2445	7360	14419285	6171635	6163467	81.86	65.54	56	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
polypolish_BS00_240_163-1_NP60x_IL40x	9143	9136	2382	504	19	1	40292959	40289231	19836451	7124562	653226	112463	9143	112463	40292959	51.60	4924	2420	6852.8	2445	7360	16138132	7031966	7021983	81.45	66.71	60	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.7
polypolish_BS00_240_163-1_NP60x_IL50x	9143	9136	2382	504	19	1	40293040	40289312	19836579	7124604	653229	112463	9143	112463	40293040	51.60	4924	2420	6852.8	2445	7360	19546190	8738272	8723735	80.83	68.4	68	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.7
polypolish_BS00_240_163-1_NP60x_IL60x	9143	9136	2381	504	19	1	40293131	40289403	19831701	7124693	653241	112463	9143	112463	40293131	51.60	4924	2420	6852.9	2445	7360	22926640	10430699	10411758	80.36	69.56	76	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	67	0.1	13.5	19.4	NA	17.5
spades_hybrid_BS00_240_163-1_NP10x_IL10x	10629	3800	2561	1662	509	55	48380144	46944172	43670755	37081285	18673395	3506915	10629	123710	48380144	51.82	19666	5111	23427.2	758	2536	3945482	1799778	1798540	101.26	88.96	13	99.75	20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.8	95.8	0	2.9	1.3	NA	19.4
spades_hybrid_BS00_240_163-1_NP10x_IL15x	8512	1312	913	788	566	334	48845249	47460687	46581589	45643327	41929906	33576731	8512	430599	48845249	51.77	80973	17080	97298.7	190	664	5723010	2689147	2686699	100.55	91.96	18	99.77	11.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.8	98.8	0	0.7	0.5	NA	21.2
spades_hybrid_BS00_240_163-1_NP10x_IL20x	8000	878	566	500	397	292	49133394	47611356	46911679	46440357	44725410	40993077	8000	570099	49133394	51.77	143985	27023	170164.7	105	378	7482387	3569618	3565605	100.05	93.69	22	99.84	5.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.5	0.1	0.3	0.1	NA	21.3
spades_hybrid_BS00_240_163-1_NP10x_IL25x	9035	737	467	394	324	253	49532863	47710151	47115997	46585842	45415246	42907907	9035	685831	49532863	51.74	191973	32939	229826.2	77	295	9233317	4445931	4440222	99.93	94.61	26	99.85	7.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.6	0.1	0.1	0.1	NA	21.7
spades_hybrid_BS00_240_163-1_NP10x_IL30x	10380	649	418	350	290	229	49964820	47753004	47230382	46750635	45768241	43577450	10380	1446790	49964820	51.71	210842	33033	282000.9	67	263	10969348	5314927	5307257	99.86	95.26	30	99.85	8.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.6	0.1	0.1	0.1	NA	21.7
spades_hybrid_BS00_240_163-1_NP10x_IL35x	11656	616	402	333	274	219	50406444	47789564	47290912	46809218	45846681	43892239	11656	1446834	50406444	51.69	216125	28909	298671.7	65	257	12698857	6180745	6170948	99.78	95.77	34	99.86	9.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.5
spades_hybrid_BS00_240_163-1_NP10x_IL40x	13046	574	386	321	267	219	50862126	47809900	47361658	46895350	46028314	44374644	13046	1446813	50862126	51.67	217884	26310	309277.8	64	258	14414065	7039478	7027423	99.76	96.07	38	99.88	8.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.8
spades_hybrid_BS00_240_163-1_NP10x_IL50x	16175	528	356	295	244	205	51862116	47818598	47395294	46946576	46122341	44719838	16175	1446809	51862116	51.62	239949	14660	315827.2	63	273	17822686	8746297	8729225	99.7	96.6	46	99.89	9.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.5
spades_hybrid_BS00_240_163-1_NP10x_IL60x	19257	510	337	278	232	198	52927878	47822783	47411195	46982004	46258213	45034826	19257	1734116	52927878	51.58	249755	2539	333326.7	62	400	22136736	10894786	10894786	99.72	96.87	55	99.9	9.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.5	0.4	0	0.1	NA	21.9
spades_hybrid_BS00_240_163-1_NP15x_IL10x	9842	3139	2210	1565	617	110	48390944	47021987	44601733	39841368	24465003	7189613	9842	123709	48390944	51.82	25341	6374	29247.3	607	2026	4118602	1799706	1798475	101.86	85.31	15	99.76	19.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.1	97.1	0	2.2	0.7	NA	19.8
spades_hybrid_BS00_240_163-1_NP15x_IL15x	8360	1163	793	686	515	332	48850431	47471093	46661413	45858256	43015356	36375654	8360	430602	48850431	51.77	92275	20261	115090.7	160	557	5896503	2689266	2686816	101.12	89.22	20	99.78	12.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.2	99.2	0	0.5	0.3	NA	21.5
spades_hybrid_BS00_240_163-1_NP15x_IL20x	7905	811	508	443	360	269	49224331	47705308	47025387	46566179	45199684	41967413	7905	614141	49224331	51.73	165941	32125	195815.7	91	328	7666138	3574861	3570856	100.75	91.53	24	99.85	6.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.6	0.1	0.1	0.1	NA	21.7
spades_hybrid_BS00_240_163-1_NP15x_IL25x	8951	687	426	359	297	233	49624507	47805054	47227084	46745307	45726779	43448663	8951	685831	49624507	51.70	211899	34786	253927.4	70	262	9423317	4454305	4448591	100.51	92.87	29	99.86	8.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.7	0.1	0	0.1	NA	21.7
spades_hybrid_BS00_240_163-1_NP15x_IL30x	10320	610	388	323	269	213	49963145	47748629	47244401	46791001	45915087	43903473	10320	1655429	49963145	51.71	231694	35223	338873.3	60	238	11140555	5313906	5306228	100.11	93.69	32	99.86	9.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.7	0.1	0	0.1	NA	21.8
spades_hybrid_BS00_240_163-1_NP15x_IL35x	11616	582	376	309	257	206	50405749	47785241	47307125	46840712	45985958	44180547	11616	1655423	50405749	51.69	231183	32397	349000.9	60	235	12869424	6179400	6169603	100.02	94.39	36	99.87	10.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.7
spades_hybrid_BS00_240_163-1_NP15x_IL40x	13016	542	360	297	249	202	50865058	47813328	47371173	46924350	46151955	44541965	13016	1655413	50865058	51.67	246801	27665	363796.7	57	235	14589986	7040810	7028755	99.96	94.95	40	99.88	10.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.9
spades_hybrid_BS00_240_163-1_NP15x_IL50x	16120	509	336	280	229	191	51863658	47825448	47407120	47003545	46175344	44824847	16120	1447016	51863658	51.62	258060	15305	341463.9	58	254	17999605	8748143	8731041	99.85	95.69	48	99.89	11.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.6	0.3	0	0.1	NA	21.5
spades_hybrid_BS00_240_163-1_NP15x_IL60x	19237	489	317	263	219	184	52929369	47826858	47421941	47032509	46341752	45080291	19237	1734323	52929369	51.58	272067	2539	359155.1	56	377	22309993	10894786	10894786	99.83	96.1	57	99.9	9.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.5	0.4	0	0.1	NA	21.9
spades_hybrid_BS00_240_163-1_NP20x_IL10x	9153	2554	1866	1411	676	179	48404106	47084187	45318629	41936000	29758783	12531724	9153	174976	48404106	51.82	30858	7845	37521.5	478	1595	4292638	1799684	1798453	102.54	81.86	17	99.77	16.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.5	97.5	0	2.1	0.4	NA	20
spades_hybrid_BS00_240_163-1_NP20x_IL15x	8197	1039	693	600	463	319	48850721	47478689	46731273	46047846	43758699	38545456	8197	433615	48850721	51.77	109741	24242	137019.9	131	472	6070369	2689157	2686711	101.59	86.74	22	99.78	10.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.5	0	0.4	0.1	NA	21.4
spades_hybrid_BS00_240_163-1_NP20x_IL20x	7827	762	463	404	334	257	49226579	47712428	47047826	46638895	45478148	42691851	7827	614271	49226579	51.73	183148	35017	216608.7	82	295	7840210	3574857	3570852	101.19	89.51	27	99.86	6.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.7	0.1	0	0.1	NA	21.5
